treatment,evalPeriod,usertoken,task1,task2,net
interval,15,azCvgawo,0.955558,0.92596,-0.03
interval,15,bijkrN4x,0.995022,0.6990419999999999,-0.296
interval,15,CdUu1H6o,0.995022,0.995022,0
interval,15,dn0ceftL,0.995022,0.896362,-0.099
interval,15,FlkpZA5D,0.990089,0.6497120000000001,-0.34
interval,15,giqrEsxa,0.950625,0.945692,-0.005
interval,15,HJs83Q8g,0.847032,0.896362,0.049
interval,15,HMvodXiB,0.8223670000000001,0.896362,0.074
interval,15,jRfV99uU,0.8223670000000001,0.600382,-0.222
interval,15,KWDgbGm4,0.995022,0.847032,-0.148
interval,15,LvaztNSx,0.995022,0.995022,0
interval,15,n6Fb15Be,0.8716969999999999,0.847032,-0.025
interval,15,QA7eaZ58,0.802635,0.733573,-0.069
interval,15,sAmbOGvp,0.9654240000000001,0.945692,-0.02
interval,15,xIEzpaRA,0.847032,0.945692,0.099
interval,15,yTxbkwCa,0.9703569999999999,0.945692,-0.025
interval,15,zjbadj2T,0.995022,0.797702,-0.197
interval,15,zMH4npNY,0.8716969999999999,0.847032,-0.025
interval,15,zmUvANDx,0.896362,0.945692,0.049
interval,20,2rMOynRc,0.995022,0.896362,-0.099
interval,20,5DZhfrMX,0.995022,0.995022,0
interval,20,5rThdkyC,0.995022,0.945692,-0.049
interval,20,6AXFCdZ9,0.797702,0.8223670000000001,0.025
interval,20,6hYtvkUt,0.6349130000000001,0.940759,0.306
interval,20,AR0XBZIP,0.896362,0.723707,-0.173
interval,20,azCvgawo,0.817434,0.8075680000000001,-0.01
interval,20,bijkrN4x,0.990089,0.945692,-0.044
interval,20,CdUu1H6o,0.995022,0.995022,0
interval,20,dn0ceftL,0.9703569999999999,0.8716969999999999,-0.099
interval,20,FlkpZA5D,0.990089,0.797702,-0.192
interval,20,giqrEsxa,0.595449,0.526387,-0.069
interval,20,HJs83Q8g,0.945692,0.847032,-0.099
interval,20,HMvodXiB,0.8223670000000001,0.8716969999999999,0.049
interval,20,jRfV99uU,0.625047,0.8223670000000001,0.197
interval,20,KWDgbGm4,0.995022,0.995022,0
interval,20,LvaztNSx,0.995022,0.995022,0
interval,20,n6Fb15Be,0.8716969999999999,0.921027,0.049
interval,20,QA7eaZ58,0.847032,0.896362,0.049
interval,20,sAmbOGvp,0.950625,0.921027,-0.03
interval,20,xIEzpaRA,0.896362,0.945692,0.049
interval,20,yTxbkwCa,0.945692,0.896362,-0.049
interval,20,zjbadj2T,0.995022,0.995022,0
interval,20,zMH4npNY,0.896362,0.847032,-0.049
interval,20,zmUvANDx,0.995022,0.995022,0
interval,25,2rMOynRc,0.995022,0.995022,0
interval,25,5DZhfrMX,0.995022,0.921027,-0.074
interval,25,5rThdkyC,0.995022,0.945692,-0.049
interval,25,6AXFCdZ9,0.8223670000000001,0.8223670000000001,0
interval,25,6hYtvkUt,0.960491,0.605315,-0.355
interval,25,AR0XBZIP,0.6990419999999999,0.773037,0.074
interval,25,azCvgawo,0.911161,0.787836,-0.123
interval,25,bijkrN4x,0.945692,0.990089,0.044
interval,25,CdUu1H6o,0.995022,0.995022,0
interval,25,dn0ceftL,0.9703569999999999,0.886496,-0.084
interval,25,FlkpZA5D,0.945692,0.748372,-0.197
interval,25,giqrEsxa,0.955558,0.955558,0
interval,25,HJs83Q8g,0.9703569999999999,0.945692,-0.025
interval,25,HMvodXiB,0.896362,0.945692,0.049
interval,25,jRfV99uU,0.9703569999999999,0.921027,-0.049
interval,25,KWDgbGm4,0.995022,0.995022,0
interval,25,LvaztNSx,0.995022,0.995022,0
interval,25,n6Fb15Be,0.8716969999999999,0.945692,0.074
interval,25,QA7eaZ58,0.7927690000000001,0.8272999999999999,0.035
interval,25,sAmbOGvp,0.9851559999999999,0.896362,-0.089
interval,25,xIEzpaRA,0.625047,0.847032,0.222
interval,25,yTxbkwCa,0.945692,0.945692,0
interval,25,zjbadj2T,0.995022,0.896362,-0.099
interval,25,zMH4npNY,0.896362,0.797702,-0.099
interval,25,zmUvANDx,0.995022,0.995022,0
interval,30,2rMOynRc,0.995022,0.797702,-0.197
interval,30,5DZhfrMX,0.995022,0.995022,0
interval,30,5rThdkyC,0.995022,0.990089,-0.005
interval,30,6AXFCdZ9,0.8223670000000001,0.8716969999999999,0.049
interval,30,6hYtvkUt,0.62998,0.575717,-0.054
interval,30,AR0XBZIP,0.995022,0.674377,-0.321
interval,30,azCvgawo,0.945692,0.886496,-0.059
interval,30,bijkrN4x,0.995022,0.8716969999999999,-0.123
interval,30,CdUu1H6o,0.995022,0.995022,0
interval,30,dn0ceftL,0.995022,0.8716969999999999,-0.123
interval,30,FlkpZA5D,0.945692,0.896362,-0.049
interval,30,giqrEsxa,0.955558,0.950625,-0.005
interval,30,HJs83Q8g,0.995022,0.945692,-0.049
interval,30,HMvodXiB,0.847032,0.896362,0.049
interval,30,jRfV99uU,0.521454,0.8716969999999999,0.35
interval,30,KWDgbGm4,0.995022,0.995022,0
interval,30,LvaztNSx,0.995022,0.995022,0
interval,30,n6Fb15Be,0.8716969999999999,0.8716969999999999,0
interval,30,QA7eaZ58,0.748372,0.738506,-0.01
interval,30,sAmbOGvp,0.9703569999999999,0.960491,-0.01
interval,30,xIEzpaRA,0.945692,0.6990419999999999,-0.247
interval,30,yTxbkwCa,0.945692,0.896362,-0.049
interval,30,zjbadj2T,0.995022,0.995022,0
interval,30,zMH4npNY,0.995022,0.625047,-0.37
interval,30,zmUvANDx,0.995022,0.8716969999999999,-0.123
point,1,13ALfEli,0.797702,0.797702,0
point,1,49IVMYWn,0.6497120000000001,0.501722,-0.148
point,1,6bPeDxK2,0.6497120000000001,0.6497120000000001,0
point,1,73pjFxSt,0.995022,0.995022,0
point,1,a3sNCAlt,0.896362,0.501722,-0.395
point,1,Ckqp0S6g,0.837166,0.560918,-0.276
point,1,CWm8UHdR,0.995022,0.995022,0
point,1,diRsvrSp,0.995022,0.995022,0
point,1,DONO5fOK,0.6497120000000001,0.674377,0.025
point,1,E59UVtDr,0.625047,0.8716969999999999,0.247
point,1,eMUmMQGE,0.797702,0.723707,-0.074
point,1,ERx33R94,0.6990419999999999,0.6990419999999999,0
point,1,f2gacKfC,0.837166,0.551052,-0.286
point,1,f4xt2odB,0.6990419999999999,0.748372,0.049
point,1,f5LKgqpQ,0.501722,0.501722,0
point,1,FV3btokM,0.995022,0.995022,0
point,1,FvkXyNfJ,0.625047,0.723707,0.099
point,1,fzvUmShi,0.501722,0.995022,0.493
point,1,g1VQzaaH,0.600382,0.748372,0.148
point,1,HnGQuT00,0.674377,0.847032,0.173
point,1,iqmer3KI,0.995022,0.995022,0
point,1,L81uYnFP,0.921027,0.921027,0
point,1,M2wTjbSE,0.896362,0.995022,0.099
point,1,nP3o6Xld,0.600382,0.8716969999999999,0.271
point,1,TF24R4Vr,0.797702,0.945692,0.148
point,1,v2e8aGQ4,0.847032,0.6497120000000001,-0.197
point,1,vfzDKPXv,0.6497120000000001,0.950625,0.301
point,1,xDD5eppb,0.797702,0.921027,0.123
point,5,13ALfEli,0.847032,0.6990419999999999,-0.148
point,5,49IVMYWn,0.8223670000000001,0.600382,-0.222
point,5,6bPeDxK2,0.847032,0.659578,-0.187
point,5,73pjFxSt,0.995022,0.995022,0
point,5,a3sNCAlt,0.995022,0.995022,0
point,5,Ckqp0S6g,0.960491,0.9703569999999999,0.01
point,5,CWm8UHdR,0.995022,0.501722,-0.493
point,5,diRsvrSp,0.995022,0.995022,0
point,5,DONO5fOK,0.600382,0.625047,0.025
point,5,E59UVtDr,0.72864,0.896362,0.168
point,5,eMUmMQGE,0.995022,0.945692,-0.049
point,5,ERx33R94,0.797702,0.575717,-0.222
point,5,f2gacKfC,0.615181,0.9703569999999999,0.355
point,5,f4xt2odB,0.847032,0.6990419999999999,-0.148
point,5,f5LKgqpQ,0.995022,0.501722,-0.493
point,5,FV3btokM,0.995022,0.995022,0
point,5,FvkXyNfJ,0.921027,0.674377,-0.247
point,5,fzvUmShi,0.995022,0.995022,0
point,5,g1VQzaaH,0.995022,0.896362,-0.099
point,5,HnGQuT00,0.8223670000000001,0.797702,-0.025
point,5,iqmer3KI,0.995022,0.995022,0
point,5,L81uYnFP,0.995022,0.847032,-0.148
point,5,M2wTjbSE,0.995022,0.995022,0
point,5,nP3o6Xld,0.896362,0.625047,-0.271
point,5,TF24R4Vr,0.8716969999999999,0.753305,-0.118
point,5,v2e8aGQ4,0.995022,0.600382,-0.395
point,5,vfzDKPXv,0.930893,0.516521,-0.414
point,5,xDD5eppb,0.8223670000000001,0.551052,-0.271
point,10,13ALfEli,0.847032,0.797702,-0.049
point,10,49IVMYWn,0.6497120000000001,0.625047,-0.025
point,10,6bPeDxK2,0.8223670000000001,0.8716969999999999,0.049
point,10,73pjFxSt,0.995022,0.995022,0
point,10,a3sNCAlt,0.995022,0.995022,0
point,10,Ckqp0S6g,0.955558,0.9703569999999999,0.015
point,10,CWm8UHdR,0.995022,0.995022,0
point,10,diRsvrSp,0.995022,0.995022,0
point,10,DONO5fOK,0.600382,0.748372,0.148
point,10,E59UVtDr,0.6497120000000001,0.797702,0.148
point,10,eMUmMQGE,0.995022,0.995022,0
point,10,ERx33R94,0.8223670000000001,0.847032,0.025
point,10,f2gacKfC,0.585583,0.526387,-0.059
point,10,f4xt2odB,0.8223670000000001,0.748372,-0.074
point,10,f5LKgqpQ,0.995022,0.995022,0
point,10,FV3btokM,0.995022,0.995022,0
point,10,FvkXyNfJ,0.625047,0.8223670000000001,0.197
point,10,fzvUmShi,0.995022,0.995022,0
point,10,g1VQzaaH,0.995022,0.748372,-0.247
point,10,HnGQuT00,0.6990419999999999,0.8716969999999999,0.173
point,10,iqmer3KI,0.995022,0.995022,0
point,10,L81uYnFP,0.9703569999999999,0.995022,0.025
point,10,M2wTjbSE,0.995022,0.995022,0
point,10,nP3o6Xld,0.797702,0.625047,-0.173
point,10,TF24R4Vr,0.891429,0.7927690000000001,-0.099
point,10,v2e8aGQ4,0.995022,0.995022,0
point,10,vfzDKPXv,0.555985,0.541186,-0.015
point,10,xDD5eppb,0.8716969999999999,0.8716969999999999,0
point,15,13ALfEli,0.847032,0.6990419999999999,-0.148
point,15,49IVMYWn,0.896362,0.674377,-0.222
point,15,6bPeDxK2,0.8223670000000001,0.8716969999999999,0.049
point,15,73pjFxSt,0.995022,0.995022,0
point,15,a3sNCAlt,0.995022,0.995022,0
point,15,Ckqp0S6g,0.570784,0.9703569999999999,0.4
point,15,CWm8UHdR,0.995022,0.995022,0
point,15,diRsvrSp,0.995022,0.995022,0
point,15,DONO5fOK,0.896362,0.600382,-0.296
point,15,E59UVtDr,0.921027,0.8716969999999999,-0.049
point,15,eMUmMQGE,0.995022,0.896362,-0.099
point,15,ERx33R94,0.921027,0.723707,-0.197
point,15,f2gacKfC,0.600382,0.551052,-0.049
point,15,f4xt2odB,0.995022,0.748372,-0.247
point,15,f5LKgqpQ,0.995022,0.995022,0
point,15,FV3btokM,0.995022,0.995022,0
point,15,FvkXyNfJ,0.921027,0.847032,-0.074
point,15,fzvUmShi,0.995022,0.995022,0
point,15,g1VQzaaH,0.896362,0.995022,0.099
point,15,HnGQuT00,0.8716969999999999,0.8223670000000001,-0.049
point,15,iqmer3KI,0.995022,0.995022,0
point,15,L81uYnFP,0.995022,0.945692,-0.049
point,15,M2wTjbSE,0.995022,0.995022,0
point,15,nP3o6Xld,0.995022,0.8716969999999999,-0.123
point,15,TF24R4Vr,0.787836,0.861831,0.074
point,15,v2e8aGQ4,0.896362,0.896362,0
point,15,vfzDKPXv,0.916094,0.53132,-0.385
point,15,xDD5eppb,0.9851559999999999,0.625047,-0.36
point,20,13ALfEli,0.896362,0.847032,-0.049
point,20,49IVMYWn,0.9703569999999999,0.995022,0.025
point,20,6bPeDxK2,0.847032,0.896362,0.049
point,20,73pjFxSt,0.995022,0.995022,0
point,20,a3sNCAlt,0.995022,0.995022,0
point,20,Ckqp0S6g,0.960491,0.546119,-0.414
point,20,CWm8UHdR,0.995022,0.995022,0
point,20,diRsvrSp,0.995022,0.995022,0
point,20,DONO5fOK,0.551052,0.896362,0.345
point,20,E59UVtDr,0.847032,0.847032,0
point,20,eMUmMQGE,0.995022,0.995022,0
point,20,ERx33R94,0.8716969999999999,0.797702,-0.074
point,20,f2gacKfC,0.595449,0.955558,0.36
point,20,f4xt2odB,0.995022,0.8223670000000001,-0.173
point,20,f5LKgqpQ,0.995022,0.995022,0
point,20,FV3btokM,0.995022,0.995022,0
point,20,FvkXyNfJ,0.896362,0.896362,0
point,20,fzvUmShi,0.995022,0.995022,0
point,20,g1VQzaaH,0.995022,0.8420989999999999,-0.153
point,20,HnGQuT00,0.797702,0.8716969999999999,0.074
point,20,iqmer3KI,0.995022,0.995022,0
point,20,L81uYnFP,0.995022,0.945692,-0.049
point,20,M2wTjbSE,0.995022,0.995022,0
point,20,nP3o6Xld,0.995022,0.921027,-0.074
point,20,TF24R4Vr,0.8272999999999999,0.802635,-0.025
point,20,v2e8aGQ4,0.995022,0.995022,0
point,20,vfzDKPXv,0.560918,0.53132,-0.03
point,20,xDD5eppb,0.945692,0.773037,-0.173
point,25,13ALfEli,0.896362,0.847032,-0.049
point,25,49IVMYWn,0.8716969999999999,0.995022,0.123
point,25,6bPeDxK2,0.847032,0.896362,0.049
point,25,73pjFxSt,0.995022,0.995022,0
point,25,a3sNCAlt,0.995022,0.995022,0
point,25,Ckqp0S6g,0.590516,0.9703569999999999,0.38
point,25,CWm8UHdR,0.995022,0.995022,0
point,25,diRsvrSp,0.995022,0.995022,0
point,25,DONO5fOK,0.921027,0.896362,-0.025
point,25,E59UVtDr,0.921027,0.921027,0
point,25,eMUmMQGE,0.995022,0.995022,0
point,25,ERx33R94,0.9703569999999999,0.723707,-0.247
point,25,f2gacKfC,0.605315,0.551052,-0.054
point,25,f4xt2odB,0.995022,0.8223670000000001,-0.173
point,25,f5LKgqpQ,0.995022,0.995022,0
point,25,FV3btokM,0.995022,0.995022,0
point,25,FvkXyNfJ,0.8716969999999999,0.8716969999999999,0
point,25,fzvUmShi,0.995022,0.995022,0
point,25,g1VQzaaH,0.995022,0.995022,0
point,25,HnGQuT00,0.797702,0.847032,0.049
point,25,iqmer3KI,0.995022,0.995022,0
point,25,L81uYnFP,0.995022,0.995022,0
point,25,M2wTjbSE,0.995022,0.995022,0
point,25,nP3o6Xld,0.945692,0.674377,-0.271
point,25,TF24R4Vr,0.797702,0.921027,0.123
point,25,v2e8aGQ4,0.995022,0.995022,0
point,25,vfzDKPXv,0.945692,0.9703569999999999,0.025
point,25,xDD5eppb,0.9703569999999999,0.6990419999999999,-0.271
point,30,13ALfEli,0.847032,0.896362,0.049
point,30,49IVMYWn,0.995022,0.674377,-0.321
point,30,6bPeDxK2,0.8223670000000001,0.847032,0.025
point,30,73pjFxSt,0.995022,0.995022,0
point,30,a3sNCAlt,0.9802230000000001,0.995022,0.015
point,30,Ckqp0S6g,0.590516,0.9703569999999999,0.38
point,30,CWm8UHdR,0.995022,0.995022,0
point,30,diRsvrSp,0.995022,0.995022,0
point,30,DONO5fOK,0.921027,0.847032,-0.074
point,30,E59UVtDr,0.8716969999999999,0.847032,-0.025
point,30,eMUmMQGE,0.995022,0.995022,0
point,30,ERx33R94,0.995022,0.8223670000000001,-0.173
point,30,f2gacKfC,0.960491,0.551052,-0.409
point,30,f4xt2odB,0.995022,0.8223670000000001,-0.173
point,30,f5LKgqpQ,0.995022,0.995022,0
point,30,FV3btokM,0.995022,0.995022,0
point,30,FvkXyNfJ,0.995022,0.995022,0
point,30,fzvUmShi,0.995022,0.995022,0
point,30,g1VQzaaH,0.995022,0.8716969999999999,-0.123
point,30,HnGQuT00,0.847032,0.847032,0
point,30,iqmer3KI,0.995022,0.995022,0
point,30,L81uYnFP,0.995022,0.995022,0
point,30,M2wTjbSE,0.995022,0.995022,0
point,30,nP3o6Xld,0.995022,0.797702,-0.197
point,30,TF24R4Vr,0.797702,0.847032,0.049
point,30,v2e8aGQ4,0.995022,0.995022,0
point,30,vfzDKPXv,0.58065,0.536253,-0.044
point,30,xDD5eppb,0.8223670000000001,0.896362,0.074
table,1,3Av6mKCU,0.748372,0.797702,0.049
table,1,3ndBz7Qo,0.6990419999999999,0.847032,0.148
table,1,5WKDa2Ef,0.551052,0.625047,0.074
table,1,AzFffxWV,0.8716969999999999,0.797702,-0.074
table,1,bYY2jRXC,0.945692,0.896362,-0.049
table,1,DBQIKx8Z,0.625047,0.748372,0.123
table,1,DxOS1qMI,0.6990419999999999,0.797702,0.099
table,1,GkcZEM1X,0.551052,0.797702,0.247
table,1,gkKtpet7,0.600382,0.6497120000000001,0.049
table,1,ixnlV8AS,0.896362,0.995022,0.099
table,1,kcjVVfCK,0.600382,0.600382,0
table,1,Ke6AO54Z,0.6990419999999999,0.625047,-0.074
table,1,NYIo95xY,0.995022,0.995022,0
table,1,o0vmJ33w,0.886496,0.674377,-0.212
table,1,RxaxieZl,0.506655,0.506655,0
table,1,sfqKoI60,0.6990419999999999,0.600382,-0.099
table,1,sXf1t2TC,0.995022,0.990089,-0.005
table,1,wcNpYsey,0.58065,0.521454,-0.059
table,1,XWGQKCYK,0.501722,0.748372,0.247
table,1,Y1nt7yaG,0.625047,0.896362,0.271
table,1,YiuoCenX,0.896362,0.9703569999999999,0.074
table,1,YzzaZbQb,0.625047,0.625047,0
table,1,ZNgZUovw,0.551052,0.945692,0.395
table,1,zPh3til0,0.832233,0.950625,0.118
table,5,3Av6mKCU,0.600382,0.896362,0.296
table,5,3ndBz7Qo,0.6990419999999999,0.6990419999999999,0
table,5,5WKDa2Ef,0.8716969999999999,0.600382,-0.271
table,5,AzFffxWV,0.896362,0.896362,0
table,5,bYY2jRXC,0.748372,0.921027,0.173
table,5,DBQIKx8Z,0.995022,0.797702,-0.197
table,5,DxOS1qMI,0.723707,0.773037,0.049
table,5,GkcZEM1X,0.9703569999999999,0.600382,-0.37
table,5,gkKtpet7,0.847032,0.6990419999999999,-0.148
table,5,ixnlV8AS,0.995022,0.600382,-0.395
table,5,kcjVVfCK,0.847032,0.600382,-0.247
table,5,Ke6AO54Z,0.797702,0.600382,-0.197
table,5,NYIo95xY,0.995022,0.995022,0
table,5,o0vmJ33w,0.945692,0.8716969999999999,-0.074
table,5,RxaxieZl,0.9851559999999999,0.990089,0.005
table,5,sfqKoI60,0.847032,0.551052,-0.296
table,5,sXf1t2TC,0.995022,0.995022,0
table,5,wcNpYsey,0.600382,0.787836,0.187
table,5,XWGQKCYK,0.896362,0.748372,-0.148
table,5,Y1nt7yaG,0.9703569999999999,0.945692,-0.025
table,5,YiuoCenX,0.921027,0.935826,0.015
table,5,YzzaZbQb,0.896362,0.575717,-0.321
table,5,ZNgZUovw,0.797702,0.945692,0.148
table,5,zPh3til0,0.935826,0.881563,-0.054
table,10,3Av6mKCU,0.575717,0.748372,0.173
table,10,3ndBz7Qo,0.847032,0.748372,-0.099
table,10,5WKDa2Ef,0.921027,0.773037,-0.148
table,10,AzFffxWV,0.9703569999999999,0.8223670000000001,-0.148
table,10,bYY2jRXC,0.896362,0.945692,0.049
table,10,DBQIKx8Z,0.945692,0.995022,0.049
table,10,DxOS1qMI,0.723707,0.748372,0.025
table,10,GkcZEM1X,0.9851559999999999,0.945692,-0.039
table,10,gkKtpet7,0.847032,0.748372,-0.099
table,10,ixnlV8AS,0.995022,0.896362,-0.099
table,10,kcjVVfCK,0.921027,0.797702,-0.123
table,10,Ke6AO54Z,0.625047,0.600382,-0.025
table,10,NYIo95xY,0.995022,0.995022,0
table,10,o0vmJ33w,0.921027,0.945692,0.025
table,10,RxaxieZl,0.511588,0.511588,0
table,10,sfqKoI60,0.797702,0.6990419999999999,-0.099
table,10,sXf1t2TC,0.995022,0.995022,0
table,10,wcNpYsey,0.945692,0.506655,-0.439
table,10,XWGQKCYK,0.995022,0.748372,-0.247
table,10,Y1nt7yaG,0.945692,0.995022,0.049
table,10,YiuoCenX,0.8223670000000001,0.995022,0.173
table,10,YzzaZbQb,0.797702,0.945692,0.148
table,10,ZNgZUovw,0.6990419999999999,0.551052,-0.148
table,10,zPh3til0,0.945692,0.555985,-0.39
table,15,3Av6mKCU,0.600382,0.847032,0.247
table,15,3ndBz7Qo,0.8223670000000001,0.797702,-0.025
table,15,5WKDa2Ef,0.945692,0.674377,-0.271
table,15,AzFffxWV,0.945692,0.8716969999999999,-0.074
table,15,bYY2jRXC,0.921027,0.896362,-0.025
table,15,DBQIKx8Z,0.995022,0.995022,0
table,15,DxOS1qMI,0.896362,0.723707,-0.173
table,15,GkcZEM1X,0.9851559999999999,0.945692,-0.039
table,15,gkKtpet7,0.995022,0.797702,-0.197
table,15,ixnlV8AS,0.995022,0.896362,-0.099
table,15,kcjVVfCK,0.9851559999999999,0.748372,-0.237
table,15,Ke6AO54Z,0.847032,0.6990419999999999,-0.148
table,15,NYIo95xY,0.995022,0.995022,0
table,15,o0vmJ33w,0.995022,0.9703569999999999,-0.025
table,15,RxaxieZl,0.516521,0.511588,-0.005
table,15,sfqKoI60,0.990089,0.6497120000000001,-0.34
table,15,sXf1t2TC,0.995022,0.995022,0
table,15,wcNpYsey,0.6497120000000001,0.521454,-0.128
table,15,XWGQKCYK,0.995022,0.6990419999999999,-0.296
table,15,Y1nt7yaG,0.995022,0.945692,-0.049
table,15,YiuoCenX,0.8716969999999999,0.551052,-0.321
table,15,YzzaZbQb,0.990089,0.896362,-0.094
table,15,ZNgZUovw,0.995022,0.6990419999999999,-0.296
table,15,zPh3til0,0.950625,0.541186,-0.409
table,20,3Av6mKCU,0.600382,0.6990419999999999,0.099
table,20,3ndBz7Qo,0.847032,0.625047,-0.222
table,20,5WKDa2Ef,0.8716969999999999,0.921027,0.049
table,20,AzFffxWV,0.9703569999999999,0.8223670000000001,-0.148
table,20,bYY2jRXC,0.945692,0.921027,-0.025
table,20,DBQIKx8Z,0.995022,0.995022,0
table,20,DxOS1qMI,0.748372,0.6497120000000001,-0.099
table,20,GkcZEM1X,0.945692,0.896362,-0.049
table,20,gkKtpet7,0.896362,0.797702,-0.099
table,20,ixnlV8AS,0.995022,0.501722,-0.493
table,20,kcjVVfCK,0.945692,0.797702,-0.148
table,20,Ke6AO54Z,0.748372,0.625047,-0.123
table,20,NYIo95xY,0.995022,0.995022,0
table,20,o0vmJ33w,0.9851559999999999,0.896362,-0.089
table,20,RxaxieZl,0.9851559999999999,0.511588,-0.474
table,20,sfqKoI60,0.896362,0.847032,-0.049
table,20,sXf1t2TC,0.995022,0.995022,0
table,20,wcNpYsey,0.575717,0.886496,0.311
table,20,XWGQKCYK,0.995022,0.995022,0
table,20,Y1nt7yaG,0.945692,0.995022,0.049
table,20,YiuoCenX,0.8223670000000001,0.674377,-0.148
table,20,YzzaZbQb,0.945692,0.8716969999999999,-0.074
table,20,ZNgZUovw,0.748372,0.748372,0
table,20,zPh3til0,0.595449,0.921027,0.326
table,25,3Av6mKCU,0.896362,0.575717,-0.321
table,25,3ndBz7Qo,0.8716969999999999,0.847032,-0.025
table,25,5WKDa2Ef,0.8716969999999999,0.8716969999999999,0
table,25,AzFffxWV,0.896362,0.847032,-0.049
table,25,bYY2jRXC,0.945692,0.8716969999999999,-0.074
table,25,DBQIKx8Z,0.995022,0.995022,0
table,25,DxOS1qMI,0.748372,0.6990419999999999,-0.049
table,25,GkcZEM1X,0.921027,0.9802230000000001,0.059
table,25,gkKtpet7,0.945692,0.847032,-0.099
table,25,ixnlV8AS,0.995022,0.600382,-0.395
table,25,kcjVVfCK,0.9703569999999999,0.847032,-0.123
table,25,Ke6AO54Z,0.748372,0.625047,-0.123
table,25,NYIo95xY,0.995022,0.995022,0
table,25,o0vmJ33w,0.995022,0.945692,-0.049
table,25,RxaxieZl,0.516521,0.9851559999999999,0.469
table,25,sfqKoI60,0.945692,0.896362,-0.049
table,25,sXf1t2TC,0.995022,0.995022,0
table,25,wcNpYsey,0.575717,0.506655,-0.069
table,25,XWGQKCYK,0.995022,0.995022,0
table,25,Y1nt7yaG,0.945692,0.995022,0.049
table,25,YiuoCenX,0.921027,0.8716969999999999,-0.049
table,25,YzzaZbQb,0.9703569999999999,0.9703569999999999,0
table,25,ZNgZUovw,0.995022,0.551052,-0.444
table,25,zPh3til0,0.955558,0.546119,-0.409
table,30,3Av6mKCU,0.945692,0.713841,-0.232
table,30,3ndBz7Qo,0.8716969999999999,0.748372,-0.123
table,30,5WKDa2Ef,0.995022,0.674377,-0.321
table,30,AzFffxWV,0.945692,0.797702,-0.148
table,30,bYY2jRXC,0.9703569999999999,0.945692,-0.025
table,30,DBQIKx8Z,0.995022,0.8716969999999999,-0.123
table,30,DxOS1qMI,0.77797,0.723707,-0.054
table,30,GkcZEM1X,0.945692,0.896362,-0.049
table,30,gkKtpet7,0.995022,0.995022,0
table,30,ixnlV8AS,0.995022,0.896362,-0.099
table,30,kcjVVfCK,0.945692,0.797702,-0.148
table,30,Ke6AO54Z,0.995022,0.600382,-0.395
table,30,NYIo95xY,0.995022,0.995022,0
table,30,o0vmJ33w,0.995022,0.9703569999999999,-0.025
table,30,RxaxieZl,0.516521,0.97529,0.459
table,30,sfqKoI60,0.945692,0.896362,-0.049
table,30,sXf1t2TC,0.995022,0.995022,0
table,30,wcNpYsey,0.847032,0.9802230000000001,0.133
table,30,XWGQKCYK,0.995022,0.995022,0
table,30,Y1nt7yaG,0.945692,0.995022,0.049
table,30,YiuoCenX,0.921027,0.921027,0
table,30,YzzaZbQb,0.9703569999999999,0.9703569999999999,0
table,30,ZNgZUovw,0.995022,0.748372,-0.247
table,30,zPh3til0,0.955558,0.546119,-0.409
